property_id,locality,area_sqft,bedrooms,bathrooms,house_age,parking_spaces,furnishing,price_inr,data_kind,observed_on,area_basis,property_type,price_basis,source_url
demo-00416,Velachery,1683.0,4,4,30,2,Furnished,14721409.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00417,Chromepet,2496.0,5,4,25,0,Semi-Furnished,13513810.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00418,Kilpauk,459.0,1,1,29,0,Semi-Furnished,3888014.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00419,Koyambedu,2323.0,4,4,14,2,Unfurnished,28982356.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00420,Thoraipakkam,1266.0,3,2,7,1,Furnished,14093367.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00421,Porur,2599.0,5,5,8,0,Furnished,23863055.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00422,Teynampet,364.0,1,1,22,1,Unfurnished,10876313.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00423,Kundrathur,2945.0,5,4,19,2,Furnished,15844943.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00424,Kovur,2381.0,4,4,2,1,Furnished,19943931.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00425,Egmore,2674.0,5,4,7,1,Unfurnished,42566601.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00426,Thiruporur,933.0,2,2,34,1,Unfurnished,3611137.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00427,Teynampet,2025.0,5,4,26,1,Semi-Furnished,47236110.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00428,Adyar,2213.0,4,3,27,2,Semi-Furnished,31377431.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00429,Ramapuram,534.0,1,1,7,0,Semi-Furnished,5889604.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00430,Anna Nagar,2027.0,5,4,2,0,Semi-Furnished,40014764.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00431,Ramapuram,1851.0,4,5,10,0,Furnished,21713443.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00432,Thiruporur,931.0,2,3,30,1,Semi-Furnished,4177302.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00433,Chromepet,1670.0,3,3,18,1,Unfurnished,8704032.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00434,Kovur,1042.0,2,1,28,1,Unfurnished,7061497.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00435,Chromepet,1532.0,3,3,17,2,Furnished,8802988.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00436,Kundrathur,2562.0,5,5,17,1,Furnished,14486607.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00437,Thoraipakkam,2088.0,5,5,21,0,Semi-Furnished,20509794.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00438,Anna Nagar,886.0,2,3,34,1,Unfurnished,12611206.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00439,Kodambakkam,1807.0,5,6,15,1,Unfurnished,23356079.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00440,Velachery,1640.0,3,3,21,1,Unfurnished,13396917.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00441,Kilpauk,1833.0,4,3,33,1,Unfurnished,26596903.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00442,Chromepet,1838.0,4,3,13,2,Semi-Furnished,14297595.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00443,Koyambedu,1234.0,3,4,30,0,Unfurnished,12216207.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00444,Koyambedu,1207.0,3,3,19,0,Unfurnished,10967702.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00445,Porur,1491.0,3,2,31,1,Unfurnished,10418149.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00446,Kilpauk,2041.0,5,5,16,0,Furnished,29719022.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00447,Velachery,732.0,2,3,22,0,Semi-Furnished,6471476.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00448,Koyambedu,1084.0,2,2,11,1,Unfurnished,14474059.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00449,Karapakkam,888.0,2,1,22,1,Furnished,7560578.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00450,Velachery,445.0,1,2,11,1,Semi-Furnished,4249454.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00451,Thoraipakkam,916.0,2,1,21,0,Unfurnished,8421371.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00452,Koyambedu,554.0,1,2,28,2,Furnished,7995464.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00453,Adyar,430.0,1,1,15,1,Furnished,7898631.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00454,Navalur,2158.0,4,3,15,0,Semi-Furnished,13615796.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00455,Kundrathur,585.0,1,1,11,0,Unfurnished,2652589.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00456,Chromepet,1546.0,3,4,26,0,Unfurnished,8398632.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00457,Navalur,1832.0,4,5,21,1,Semi-Furnished,11441749.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00458,Thiruporur,2148.0,4,3,18,1,Furnished,7294028.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00459,Anna Nagar,1393.0,3,3,0,1,Furnished,26621244.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00460,Ramapuram,454.0,1,2,3,1,Furnished,6079981.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00461,Chromepet,2407.0,5,6,0,2,Furnished,16164563.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00462,Ramapuram,2147.0,5,6,30,2,Semi-Furnished,22240657.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00463,Kovur,1504.0,4,3,30,1,Semi-Furnished,9215424.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00464,Adyar,454.0,1,1,2,2,Furnished,10018235.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00465,Velachery,381.0,1,2,1,2,Furnished,4609336.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00466,Chromepet,905.0,2,1,28,2,Semi-Furnished,3606454.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00467,Navalur,489.0,1,1,18,0,Unfurnished,3353581.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00468,Egmore,2913.0,5,6,11,1,Furnished,59098728.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00469,Thoraipakkam,718.0,2,3,22,1,Unfurnished,6410146.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00470,Ramapuram,1011.0,2,1,8,0,Semi-Furnished,11396669.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00471,Teynampet,2322.0,5,6,7,0,Semi-Furnished,72170450.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00472,Kovur,1775.0,5,5,13,1,Furnished,12511088.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00473,Kovur,825.0,2,2,32,1,Unfurnished,5771616.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00474,Navalur,759.0,2,2,27,2,Semi-Furnished,6205531.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00475,Teynampet,1213.0,3,4,6,2,Semi-Furnished,35152442.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00476,Thiruporur,1675.0,4,4,20,0,Unfurnished,6194646.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00477,Adyar,2252.0,5,5,31,2,Unfurnished,24386436.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00478,Porur,2411.0,5,6,34,1,Semi-Furnished,15192275.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00479,Anna Nagar,1751.0,5,5,27,1,Furnished,21389332.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00480,Karapakkam,390.0,1,2,4,2,Semi-Furnished,4043916.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00481,Thiruporur,747.0,2,1,8,1,Furnished,3400088.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00482,Karapakkam,1462.0,3,4,7,0,Furnished,15773459.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00483,Teynampet,432.0,1,2,5,0,Furnished,15336694.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00484,Kovur,974.0,2,3,6,1,Furnished,7110237.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00485,Egmore,405.0,1,1,11,0,Furnished,10148078.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00486,Kilpauk,1780.0,5,5,19,0,Furnished,27309454.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00487,Kundrathur,585.0,1,1,14,2,Unfurnished,2652950.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00488,Teynampet,377.0,1,2,15,0,Furnished,9673898.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00489,Navalur,382.0,1,2,8,0,Unfurnished,2761833.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00490,Thoraipakkam,387.0,1,1,5,1,Furnished,4707576.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00491,Thiruporur,1786.0,3,2,35,0,Semi-Furnished,5531473.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00492,Ramapuram,1009.0,2,3,21,0,Furnished,10297464.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00493,Navalur,2513.0,5,6,8,2,Semi-Furnished,19850482.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00494,Karapakkam,1193.0,2,2,29,1,Semi-Furnished,9349077.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00495,Kovur,1116.0,3,2,29,2,Semi-Furnished,7602897.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00496,Chromepet,2375.0,4,5,34,1,Semi-Furnished,13594526.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00497,Kodambakkam,1604.0,4,4,5,1,Semi-Furnished,25680892.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00498,Thoraipakkam,2023.0,4,5,23,0,Semi-Furnished,18248363.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00499,Kovur,910.0,2,3,35,1,Semi-Furnished,6142995.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00500,Anna Nagar,1338.0,3,3,29,0,Semi-Furnished,15263838.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00501,Porur,2914.0,5,4,8,2,Unfurnished,19053056.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00502,Velachery,1937.0,5,6,32,0,Semi-Furnished,13870558.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00503,Thiruporur,2397.0,4,5,15,0,Unfurnished,9431297.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00504,Karapakkam,1779.0,4,5,17,1,Unfurnished,18327867.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00505,Kovur,2561.0,5,5,20,1,Semi-Furnished,15186606.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00506,Kundrathur,2368.0,4,5,27,0,Unfurnished,10540439.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00507,Karapakkam,1822.0,5,6,4,1,Semi-Furnished,17530016.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00508,Karapakkam,581.0,1,1,19,0,Furnished,5671906.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00509,Karapakkam,984.0,2,1,29,2,Furnished,8099817.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00510,Velachery,526.0,1,1,19,1,Unfurnished,4475527.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00511,Ramapuram,387.0,1,2,9,2,Semi-Furnished,3752577.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00512,Thiruporur,1450.0,3,2,2,2,Semi-Furnished,6158652.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00513,Teynampet,1037.0,2,2,19,1,Furnished,33029885.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00514,Velachery,1392.0,3,4,25,2,Semi-Furnished,12858233.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00515,Anna Nagar,1166.0,3,3,19,0,Furnished,16023048.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00516,Thiruporur,1644.0,4,3,35,2,Furnished,7260504.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00517,Anna Nagar,2818.0,5,5,21,1,Unfurnished,37359224.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00518,Koyambedu,1793.0,5,4,18,2,Semi-Furnished,26625820.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00519,Navalur,1054.0,2,2,1,0,Semi-Furnished,10337185.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00520,Kodambakkam,1200.0,2,3,20,0,Semi-Furnished,14705125.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00521,Chromepet,1407.0,4,4,6,2,Semi-Furnished,7553011.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00522,Egmore,390.0,1,2,26,1,Unfurnished,8446270.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00523,Thiruporur,1556.0,3,2,5,0,Semi-Furnished,7071570.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00524,Kilpauk,1095.0,3,4,32,1,Furnished,14527595.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00525,Kilpauk,497.0,1,1,10,0,Unfurnished,8402525.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00526,Thoraipakkam,2084.0,4,3,15,1,Semi-Furnished,23152797.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00527,Chromepet,994.0,2,2,5,2,Furnished,8018103.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00528,Thoraipakkam,441.0,1,1,7,2,Semi-Furnished,4418108.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00529,Thoraipakkam,2097.0,4,4,33,1,Furnished,20235458.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00530,Navalur,499.0,1,1,10,1,Semi-Furnished,3341347.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00531,Chromepet,1608.0,4,3,18,2,Unfurnished,10256510.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00532,Chromepet,491.0,1,2,35,0,Furnished,2603883.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00533,Karapakkam,1711.0,3,3,22,0,Unfurnished,14830284.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00534,Kundrathur,2584.0,5,4,1,0,Unfurnished,14403291.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00535,Chromepet,936.0,2,2,12,2,Unfurnished,5526361.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00536,Kovur,1722.0,4,5,13,1,Furnished,10728577.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00537,Anna Nagar,1486.0,4,5,9,0,Furnished,26721649.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00538,Kundrathur,2056.0,5,5,8,0,Unfurnished,13498350.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00539,Adyar,353.0,1,2,18,0,Semi-Furnished,5579484.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00540,Ramapuram,2387.0,4,3,13,2,Semi-Furnished,28808556.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00541,Adyar,2028.0,5,5,10,1,Unfurnished,38282177.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00542,Egmore,2215.0,4,3,14,0,Furnished,40447446.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00543,Chromepet,392.0,1,2,12,0,Furnished,2008418.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00544,Thiruporur,2105.0,5,6,8,1,Semi-Furnished,7657810.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00545,Adyar,455.0,1,1,16,1,Semi-Furnished,7212135.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00546,Kovur,1293.0,3,2,33,2,Furnished,6044743.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00547,Navalur,1649.0,3,4,18,0,Semi-Furnished,14366503.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00548,Koyambedu,1768.0,3,3,21,0,Semi-Furnished,21629268.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00549,Porur,1706.0,3,2,35,0,Semi-Furnished,10896561.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00550,Teynampet,388.0,1,1,22,1,Semi-Furnished,7542323.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00551,Kodambakkam,1633.0,3,3,8,2,Semi-Furnished,17670712.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00552,Thiruporur,1935.0,5,4,14,1,Unfurnished,7794522.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00553,Kilpauk,1735.0,3,2,17,0,Semi-Furnished,32673750.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00554,Velachery,959.0,2,1,17,1,Semi-Furnished,8303976.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00555,Koyambedu,2170.0,5,4,5,1,Unfurnished,31450595.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00556,Ramapuram,389.0,1,2,3,0,Semi-Furnished,4246570.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00557,Thiruporur,1059.0,3,4,12,2,Semi-Furnished,4549987.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00558,Teynampet,1236.0,3,4,32,1,Semi-Furnished,34876040.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00559,Thiruporur,1736.0,3,2,25,0,Furnished,6457409.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00560,Kundrathur,2747.0,5,4,30,1,Semi-Furnished,12157416.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00561,Adyar,1777.0,3,2,6,2,Semi-Furnished,40936669.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00562,Koyambedu,1876.0,5,5,14,2,Unfurnished,23370192.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00563,Egmore,498.0,1,1,20,0,Furnished,10038220.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00564,Thoraipakkam,1657.0,4,3,15,2,Unfurnished,15263334.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00565,Karapakkam,1457.0,3,4,15,1,Semi-Furnished,16027553.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00566,Egmore,860.0,2,2,12,1,Unfurnished,15806908.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00567,Karapakkam,842.0,2,3,1,0,Furnished,9157830.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00568,Navalur,1974.0,4,3,30,2,Semi-Furnished,13885707.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00569,Kundrathur,1583.0,4,5,33,2,Unfurnished,6977939.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00570,Velachery,1869.0,4,5,2,0,Unfurnished,18851775.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00571,Kovur,513.0,1,2,14,1,Furnished,3354418.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00572,Karapakkam,1146.0,3,3,18,2,Semi-Furnished,11858925.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00573,Adyar,2913.0,5,6,28,1,Unfurnished,44635813.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00574,Adyar,476.0,1,1,35,0,Furnished,6121867.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00575,Kodambakkam,1665.0,3,3,14,2,Unfurnished,17168787.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
demo-00576,Thoraipakkam,1540.0,3,2,26,0,Semi-Furnished,11345670.0,synthetic,2026-06-30,synthetic_listed_area,Multistorey Apartment,synthetic,synthetic://generator-v2
