area_sqft,bedrooms,bathrooms,house_age,floors,parking_spaces,location,furnishing,price
870,2,2,29,1,1,Rural,Furnished,5988667.0
3031,4,3,7,3,0,Rural,Furnished,18970913.0
991,4,5,1,1,1,Suburban,Furnished,9167258.0
3120,1,2,31,2,0,Urban,Unfurnished,19315578.0
1966,3,3,25,2,0,Suburban,Unfurnished,13471093.0
522,3,2,37,3,0,Urban,Furnished,5662187.0
3881,2,1,17,3,2,Suburban,Furnished,24310373.0
1080,4,3,42,2,1,Urban,Unfurnished,10261987.0
2586,4,3,21,2,0,Suburban,Semi-Furnished,17864821.0
1135,3,4,36,3,2,Rural,Furnished,9080468.0
3765,4,3,5,2,0,Urban,Semi-Furnished,25520578.0
3084,4,3,4,1,0,Urban,Furnished,22091305.0
3315,3,4,39,2,0,Suburban,Furnished,21090931.0
2012,2,3,41,1,1,Urban,Semi-Furnished,12654270.0
2135,4,3,47,2,3,Urban,Unfurnished,14426258.0
2720,4,4,16,2,0,Urban,Unfurnished,18728794.0
3246,5,5,1,1,1,Urban,Furnished,23803326.0
3464,1,1,48,1,0,Suburban,Semi-Furnished,18984496.0
562,3,4,30,3,1,Suburban,Unfurnished,6459677.0
2822,5,5,12,2,2,Urban,Unfurnished,21836374.0
882,3,4,38,1,1,Suburban,Unfurnished,8060347.0
1507,5,4,45,3,2,Urban,Furnished,12980730.0
3403,1,1,14,3,3,Urban,Furnished,22422603.0
1376,1,1,38,3,3,Suburban,Furnished,8981718.0
3288,4,3,39,3,2,Urban,Furnished,22230827.0
2120,2,2,25,3,2,Suburban,Furnished,14604254.0
1314,3,2,31,2,3,Rural,Furnished,6831702.0
1669,3,4,13,1,3,Suburban,Semi-Furnished,14651671.0
2357,3,2,46,3,1,Suburban,Semi-Furnished,15102886.0
3178,5,4,49,1,0,Urban,Semi-Furnished,20573608.0
2621,1,1,49,1,0,Urban,Furnished,17293359.0
3766,4,3,36,3,3,Urban,Furnished,24929998.0
3537,5,5,2,3,2,Suburban,Unfurnished,24095164.0
3136,4,4,18,2,1,Rural,Semi-Furnished,19016219.0
2610,2,3,22,3,1,Urban,Furnished,19568394.0
1514,1,1,47,3,1,Urban,Unfurnished,10114311.0
1944,4,4,27,3,3,Urban,Unfurnished,15768439.0
916,3,3,26,1,2,Suburban,Unfurnished,8615848.0
1809,1,1,7,2,3,Suburban,Furnished,13141398.0
3742,2,3,39,1,1,Suburban,Semi-Furnished,21655356.0
1990,5,4,16,3,1,Rural,Unfurnished,14525274.0
898,2,2,4,1,0,Urban,Unfurnished,10386538.0
2781,1,2,49,3,3,Suburban,Furnished,17018387.0
3869,4,5,9,1,2,Suburban,Unfurnished,24805532.0
3536,1,1,0,2,2,Urban,Semi-Furnished,22806639.0
1459,5,5,3,1,1,Rural,Semi-Furnished,12599101.0
2088,5,5,22,3,1,Urban,Semi-Furnished,16728162.0
2358,5,5,5,2,3,Suburban,Unfurnished,17611778.0
1367,5,5,42,3,1,Suburban,Furnished,10672190.0
1440,2,1,25,1,2,Rural,Semi-Furnished,7804292.0
1328,2,2,16,2,0,Suburban,Unfurnished,8943140.0
3981,2,1,0,3,1,Urban,Semi-Furnished,25322044.0
3111,3,2,23,3,3,Rural,Furnished,20260558.0
3442,5,5,7,1,0,Suburban,Furnished,23558595.0
3357,4,3,48,2,0,Suburban,Semi-Furnished,19497945.0
3857,4,4,14,2,3,Suburban,Unfurnished,24076814.0
868,5,5,23,2,1,Urban,Semi-Furnished,11550924.0
3585,4,4,0,2,1,Suburban,Unfurnished,24010627.0
732,2,3,6,1,2,Rural,Semi-Furnished,6236105.0
2163,3,4,10,3,0,Urban,Semi-Furnished,16327831.0
2580,3,3,2,1,0,Suburban,Furnished,18263453.0
1752,1,1,36,1,0,Rural,Semi-Furnished,8335071.0
1011,4,5,47,3,0,Suburban,Furnished,9376621.0
1173,4,3,49,3,0,Rural,Unfurnished,9015461.0
3386,4,4,13,2,2,Urban,Furnished,24045949.0
1615,3,3,39,3,1,Rural,Unfurnished,9350073.0
1586,4,3,25,2,0,Urban,Furnished,13669458.0
3731,5,5,2,2,0,Suburban,Semi-Furnished,24362194.0
1003,3,2,4,1,1,Suburban,Furnished,8149719.0
3703,3,2,27,1,3,Suburban,Furnished,23291325.0
3723,1,1,21,2,1,Rural,Unfurnished,20687084.0
2594,4,3,0,2,0,Suburban,Furnished,17981165.0
1079,5,5,46,3,0,Suburban,Semi-Furnished,9276735.0
1045,4,3,36,2,1,Urban,Unfurnished,9080904.0
1496,5,5,25,3,0,Suburban,Semi-Furnished,12339245.0
2520,5,5,49,2,3,Suburban,Furnished,17365342.0
1037,4,3,48,1,3,Urban,Semi-Furnished,9144677.0
2094,3,4,48,3,1,Suburban,Semi-Furnished,15193318.0
904,1,2,12,2,3,Rural,Furnished,7277345.0
2390,1,2,44,2,1,Suburban,Furnished,14718677.0
574,2,1,25,2,0,Suburban,Semi-Furnished,5688180.0
2981,3,4,36,1,3,Urban,Semi-Furnished,20820925.0
693,4,5,42,2,3,Suburban,Furnished,7814423.0
1181,3,4,8,2,1,Urban,Semi-Furnished,11831987.0
1111,1,1,22,2,2,Urban,Semi-Furnished,9118879.0
3408,2,3,6,1,0,Suburban,Furnished,21548525.0
686,5,4,13,2,2,Urban,Semi-Furnished,10151384.0
2002,5,5,20,2,2,Urban,Unfurnished,16242538.0
2569,2,2,42,2,2,Suburban,Semi-Furnished,14658291.0
2305,5,5,43,1,2,Urban,Semi-Furnished,17503366.0
2882,4,4,19,2,2,Urban,Unfurnished,20278411.0
3310,5,4,16,1,2,Urban,Semi-Furnished,21948739.0
1877,5,5,26,2,3,Suburban,Furnished,15575763.0
3398,4,5,45,1,0,Urban,Semi-Furnished,22850339.0
1612,2,2,48,2,1,Suburban,Semi-Furnished,11952250.0
3945,4,3,11,3,1,Suburban,Semi-Furnished,24615162.0
2265,2,3,9,3,2,Urban,Furnished,16915902.0
3076,2,1,35,3,0,Rural,Furnished,16283605.0
3562,4,4,15,3,1,Urban,Semi-Furnished,24503449.0
3274,3,3,9,1,3,Suburban,Unfurnished,20991423.0
3478,3,3,1,2,0,Urban,Unfurnished,22442693.0
2377,2,3,20,2,2,Suburban,Unfurnished,15237949.0
652,3,3,19,3,2,Urban,Furnished,7570334.0
2225,1,2,28,2,1,Rural,Semi-Furnished,13118464.0
1135,4,3,10,3,0,Urban,Semi-Furnished,10852525.0
3611,3,4,35,1,0,Suburban,Semi-Furnished,21607941.0
1328,5,5,34,1,1,Urban,Semi-Furnished,11416915.0
1298,3,2,23,1,0,Urban,Semi-Furnished,10316952.0
1372,3,2,9,2,0,Urban,Furnished,11933686.0
2748,1,2,25,2,0,Suburban,Unfurnished,15966696.0
2499,1,1,33,1,0,Suburban,Unfurnished,14255613.0
3820,2,2,18,3,3,Rural,Furnished,23491353.0
1956,2,1,13,3,2,Suburban,Semi-Furnished,13809098.0
1487,2,2,25,2,0,Rural,Semi-Furnished,9590915.0
672,2,3,17,1,2,Urban,Unfurnished,8731673.0
524,4,3,20,3,0,Suburban,Unfurnished,6663596.0
1807,1,1,17,3,1,Suburban,Semi-Furnished,11735705.0
3740,2,2,15,1,0,Suburban,Unfurnished,22409378.0
2333,1,2,35,1,0,Rural,Unfurnished,12837707.0
3627,2,1,23,2,0,Suburban,Unfurnished,21169396.0
855,4,4,23,2,1,Rural,Furnished,6652761.0
826,1,2,32,1,1,Suburban,Unfurnished,5186178.0
3417,2,1,18,3,1,Urban,Semi-Furnished,21606002.0
873,1,2,5,2,2,Suburban,Furnished,8560335.0
681,5,5,42,2,2,Suburban,Unfurnished,7556258.0
1914,4,5,2,1,2,Rural,Unfurnished,14398608.0
3736,2,2,28,3,2,Rural,Semi-Furnished,22047866.0
2912,1,2,13,1,2,Urban,Semi-Furnished,19946819.0
846,1,2,10,3,1,Urban,Semi-Furnished,9453078.0
3429,3,4,2,2,0,Urban,Furnished,22944904.0
3452,4,4,45,3,1,Suburban,Unfurnished,21473245.0
3302,3,3,21,1,0,Urban,Furnished,21440130.0
3659,5,5,17,1,3,Suburban,Semi-Furnished,23117454.0
1339,2,1,37,3,1,Suburban,Furnished,9176570.0
3928,2,3,1,3,3,Rural,Unfurnished,24217916.0
1622,3,4,28,2,3,Urban,Unfurnished,13696919.0
3307,2,2,24,1,1,Suburban,Semi-Furnished,21068867.0
2527,5,4,27,3,3,Urban,Semi-Furnished,19519461.0
3228,1,1,6,2,1,Rural,Unfurnished,19569062.0
2697,3,3,47,3,0,Urban,Unfurnished,17643665.0
2748,3,3,11,3,0,Urban,Unfurnished,19060336.0
2656,1,2,33,3,0,Urban,Furnished,16450627.0
3226,3,4,37,3,3,Rural,Semi-Furnished,20157594.0
3086,3,4,17,3,1,Urban,Unfurnished,20760712.0
970,2,3,6,2,1,Suburban,Furnished,8511067.0
3391,1,2,14,1,1,Suburban,Unfurnished,20640061.0
2376,1,1,40,2,1,Suburban,Furnished,14895956.0
1630,1,1,45,3,3,Urban,Unfurnished,12093436.0
2299,3,3,46,3,3,Urban,Semi-Furnished,16191266.0
3884,1,1,11,2,0,Urban,Unfurnished,23336117.0
3501,5,5,30,3,2,Urban,Unfurnished,24093302.0
3417,2,2,7,1,1,Suburban,Furnished,21721163.0
2119,4,4,35,2,0,Urban,Semi-Furnished,16841295.0
3244,4,3,20,2,3,Urban,Unfurnished,22446503.0
1847,3,4,35,3,0,Urban,Furnished,15851824.0
2901,5,5,34,1,0,Suburban,Unfurnished,19403236.0
2738,1,1,49,1,0,Urban,Furnished,16388240.0
1374,2,2,24,2,1,Suburban,Semi-Furnished,10364898.0
1432,2,1,17,1,2,Urban,Semi-Furnished,12565558.0
713,1,1,26,2,1,Rural,Unfurnished,5476402.0
989,2,3,8,2,0,Suburban,Unfurnished,8953624.0
2017,2,2,5,3,0,Urban,Semi-Furnished,15071372.0
2172,4,3,25,3,3,Urban,Furnished,17117715.0
1077,2,2,41,1,3,Urban,Semi-Furnished,9608649.0
1959,5,4,26,1,3,Urban,Semi-Furnished,17288582.0
2614,4,4,39,1,2,Urban,Unfurnished,18451438.0
1313,5,5,8,1,2,Rural,Unfurnished,10985772.0
1683,1,1,22,3,3,Suburban,Semi-Furnished,11417578.0
1786,5,5,30,1,2,Urban,Unfurnished,14627676.0
2267,4,3,17,1,1,Suburban,Furnished,15829906.0
1782,5,5,0,3,1,Urban,Furnished,16771198.0
3079,2,3,3,3,1,Rural,Furnished,20218470.0
1646,5,4,46,1,0,Urban,Unfurnished,12661400.0
2018,3,3,30,1,0,Suburban,Furnished,13610428.0
1828,1,1,13,2,2,Suburban,Semi-Furnished,11444836.0
1140,3,2,12,2,3,Urban,Unfurnished,11329642.0
2900,1,2,1,3,0,Urban,Unfurnished,20041675.0
1324,5,5,47,2,0,Urban,Unfurnished,12736948.0
1539,2,1,5,1,0,Rural,Furnished,9900155.0
3274,2,1,37,2,3,Suburban,Semi-Furnished,19751848.0
3821,3,2,12,2,1,Suburban,Semi-Furnished,23221715.0
2847,3,3,16,2,1,Suburban,Unfurnished,18494013.0
3707,1,1,13,2,0,Rural,Semi-Furnished,20401176.0
3489,5,4,41,3,3,Suburban,Semi-Furnished,22648585.0
2183,5,5,1,3,1,Suburban,Furnished,17523028.0
3196,4,3,17,1,3,Suburban,Furnished,21530546.0
1649,4,5,13,2,2,Urban,Semi-Furnished,14613893.0
2111,3,4,13,3,0,Rural,Furnished,13942452.0
2374,3,4,9,2,3,Urban,Semi-Furnished,19444953.0
3861,3,2,45,2,2,Urban,Unfurnished,25499583.0
3469,1,2,18,1,2,Rural,Semi-Furnished,18485743.0
2212,1,2,20,1,0,Urban,Semi-Furnished,13900770.0
2784,2,1,19,3,3,Urban,Furnished,18591793.0
1208,3,4,49,3,3,Urban,Semi-Furnished,10894298.0
3315,1,1,16,3,1,Suburban,Semi-Furnished,20265046.0
2435,1,2,17,1,0,Rural,Furnished,14310877.0
2364,5,5,16,1,3,Urban,Furnished,19343222.0
3181,2,3,16,1,3,Urban,Unfurnished,21391455.0
2715,3,2,4,2,2,Suburban,Unfurnished,17293540.0
753,3,3,30,2,2,Rural,Semi-Furnished,5894714.0
1508,4,3,1,3,0,Urban,Unfurnished,13332534.0
1118,4,3,11,3,0,Rural,Furnished,8009649.0
3072,2,1,10,1,3,Rural,Furnished,17401483.0
623,5,5,14,3,1,Urban,Unfurnished,8724504.0
1208,2,1,37,1,1,Rural,Furnished,7671476.0
2591,5,5,29,1,2,Suburban,Semi-Furnished,18249948.0
2931,3,3,49,2,0,Suburban,Furnished,18263943.0
2261,1,2,17,1,0,Urban,Furnished,14204442.0
3512,4,5,46,2,0,Rural,Semi-Furnished,19373903.0
3716,1,1,2,2,1,Suburban,Semi-Furnished,22497451.0
962,4,3,25,1,1,Suburban,Unfurnished,6282331.0
3833,1,1,39,2,0,Rural,Unfurnished,20483841.0
2650,2,2,26,2,1,Suburban,Semi-Furnished,15073678.0
2726,4,3,46,3,1,Rural,Semi-Furnished,16715541.0
832,5,5,15,1,2,Rural,Furnished,7949391.0
2676,3,3,1,1,2,Urban,Furnished,20484433.0
3040,1,2,38,2,3,Urban,Furnished,21893713.0
2532,2,1,3,1,3,Urban,Unfurnished,15910176.0
795,5,5,38,3,1,Rural,Furnished,8200764.0
2331,4,3,36,1,3,Urban,Semi-Furnished,15735486.0
3775,1,1,42,2,2,Suburban,Unfurnished,21158738.0
3031,2,2,23,3,0,Urban,Unfurnished,19251459.0
980,2,3,44,1,1,Urban,Semi-Furnished,8546848.0
3859,1,1,8,1,2,Suburban,Furnished,22318620.0
3856,5,4,21,3,3,Urban,Semi-Furnished,27062579.0
1092,4,4,6,2,1,Rural,Semi-Furnished,8134550.0
3303,1,1,38,1,0,Urban,Furnished,20744746.0
1923,4,3,35,1,0,Rural,Unfurnished,11168125.0
2577,3,2,40,3,0,Urban,Unfurnished,15858517.0
2058,1,1,38,3,2,Rural,Furnished,12818056.0
3239,3,3,15,2,2,Suburban,Furnished,21020660.0
3988,1,1,3,2,1,Urban,Furnished,26397945.0
3282,2,2,46,3,2,Urban,Unfurnished,21191349.0
3759,5,5,24,1,3,Urban,Furnished,25638098.0
3811,4,3,4,1,3,Suburban,Unfurnished,24157707.0
815,1,2,46,3,0,Rural,Unfurnished,4252727.0
1386,5,5,49,1,2,Urban,Semi-Furnished,13480612.0
3026,3,2,22,3,3,Urban,Semi-Furnished,21071462.0
2565,5,4,38,2,3,Suburban,Unfurnished,17551405.0
675,4,3,1,3,1,Suburban,Unfurnished,7795084.0
832,2,1,4,1,1,Suburban,Furnished,7501010.0
2321,3,3,13,3,3,Suburban,Furnished,17677414.0
2656,3,2,32,1,0,Suburban,Semi-Furnished,16173794.0
1087,4,3,6,1,2,Rural,Furnished,8935902.0
1099,2,2,1,3,0,Urban,Furnished,10374645.0
952,2,3,33,2,3,Urban,Unfurnished,8627764.0
2477,2,1,38,3,0,Urban,Semi-Furnished,15008933.0
527,2,3,36,1,0,Suburban,Semi-Furnished,4335137.0
2503,1,1,39,1,1,Urban,Furnished,16949494.0
2165,1,2,40,2,0,Rural,Furnished,11723381.0
2130,5,4,30,3,1,Suburban,Furnished,16329088.0
2877,1,1,25,2,1,Suburban,Semi-Furnished,15130270.0
2329,5,5,42,3,1,Suburban,Furnished,17148618.0
3047,1,1,17,3,2,Urban,Semi-Furnished,19616453.0
3173,4,5,4,3,2,Rural,Furnished,20752592.0
3720,2,2,37,2,3,Urban,Semi-Furnished,23395672.0
3297,3,3,13,3,1,Suburban,Semi-Furnished,20702322.0
2311,2,2,48,2,2,Rural,Furnished,11700488.0
2222,3,3,20,3,2,Suburban,Semi-Furnished,16079974.0
1324,3,2,42,2,0,Rural,Furnished,8394912.0
2598,3,4,2,2,2,Urban,Furnished,19569840.0
986,2,2,32,2,3,Rural,Unfurnished,5750870.0
3759,3,4,22,2,1,Suburban,Unfurnished,21927900.0
3457,5,5,23,3,0,Suburban,Semi-Furnished,22868125.0
919,3,3,13,3,1,Urban,Unfurnished,10813209.0
3250,2,2,48,2,1,Urban,Semi-Furnished,20142217.0
909,1,2,19,1,2,Suburban,Furnished,6563867.0
3024,2,3,42,2,3,Urban,Unfurnished,19632382.0
806,1,2,21,1,2,Suburban,Semi-Furnished,6538860.0
2208,1,1,2,1,0,Rural,Semi-Furnished,13196431.0
2802,5,5,43,1,1,Rural,Semi-Furnished,17690113.0
3050,1,1,9,2,2,Urban,Furnished,18104924.0
1965,3,3,13,3,1,Rural,Unfurnished,13004670.0
3725,5,5,43,2,2,Urban,Semi-Furnished,24262564.0
3210,5,4,44,2,2,Suburban,Semi-Furnished,19656790.0
1228,1,2,45,1,1,Rural,Furnished,6728669.0
2849,1,1,21,3,2,Urban,Unfurnished,18547480.0
3056,2,2,37,1,1,Urban,Furnished,18397686.0
1667,3,3,16,3,0,Urban,Furnished,14391603.0
3083,5,5,37,3,1,Suburban,Unfurnished,20730937.0
3644,2,2,25,3,1,Rural,Furnished,20916683.0
3359,1,1,2,1,0,Urban,Semi-Furnished,20469463.0
3168,2,2,20,1,3,Urban,Unfurnished,19828035.0
2720,5,5,23,1,2,Suburban,Unfurnished,19377152.0
1446,1,1,12,3,0,Urban,Semi-Furnished,10081344.0
3283,2,3,18,1,3,Suburban,Unfurnished,20926729.0
1774,1,1,25,3,3,Rural,Unfurnished,10134161.0
2362,1,1,2,1,0,Suburban,Unfurnished,14225316.0
1600,5,5,7,1,0,Rural,Furnished,11209339.0
1595,1,2,38,1,1,Suburban,Unfurnished,9461298.0
1051,2,1,17,3,2,Rural,Furnished,8029710.0
3864,5,5,30,2,2,Urban,Unfurnished,24907313.0
1017,4,3,28,2,1,Urban,Furnished,10887445.0
801,1,1,27,2,2,Suburban,Furnished,6632509.0
3776,3,4,20,2,0,Urban,Furnished,24394571.0
2442,5,4,24,2,2,Rural,Semi-Furnished,16756671.0
2032,3,4,41,2,3,Suburban,Furnished,12859820.0
3081,3,4,48,1,2,Rural,Furnished,18253877.0
1841,3,4,12,1,1,Urban,Semi-Furnished,15886805.0
947,4,5,33,2,1,Suburban,Unfurnished,9657360.0
3053,1,2,48,1,3,Suburban,Semi-Furnished,17808465.0
1115,5,4,0,2,0,Urban,Semi-Furnished,11946823.0
2435,5,5,39,1,1,Suburban,Semi-Furnished,16251938.0
3821,1,1,24,3,0,Suburban,Semi-Furnished,21557152.0
3776,5,4,48,1,3,Rural,Semi-Furnished,22675865.0
1762,5,4,28,1,1,Suburban,Semi-Furnished,12717329.0
3231,4,4,41,2,3,Urban,Furnished,22866397.0
2644,2,3,8,1,2,Suburban,Furnished,19132012.0
2177,3,2,7,2,2,Suburban,Unfurnished,14832082.0
989,5,5,46,1,2,Urban,Semi-Furnished,9511724.0
1817,1,1,26,1,0,Urban,Furnished,11627079.0
2781,5,5,27,3,2,Urban,Furnished,21689796.0
3953,5,5,8,3,2,Urban,Unfurnished,27213778.0
517,4,4,11,1,3,Suburban,Furnished,8407182.0
3012,2,2,40,3,2,Urban,Furnished,19418856.0
3462,3,4,15,3,3,Suburban,Unfurnished,22858836.0
3829,1,1,29,2,3,Urban,Semi-Furnished,23304991.0
1983,5,5,15,2,2,Suburban,Semi-Furnished,15073847.0
914,2,1,13,3,1,Urban,Unfurnished,8377101.0
1448,1,1,8,2,0,Rural,Furnished,8121662.0
3476,4,3,46,2,1,Urban,Semi-Furnished,23737752.0
3572,4,3,47,2,3,Suburban,Unfurnished,21581933.0
2729,4,3,5,3,0,Urban,Semi-Furnished,20306960.0
929,1,2,17,3,1,Urban,Furnished,8769992.0
926,4,3,28,1,2,Suburban,Unfurnished,7418851.0
2173,4,4,19,2,0,Rural,Unfurnished,13630884.0
2558,4,5,36,3,3,Rural,Furnished,17762435.0
613,5,5,13,1,2,Urban,Furnished,9638088.0
2901,2,2,2,3,0,Urban,Unfurnished,18845828.0
2405,2,1,16,3,0,Suburban,Furnished,15544825.0
543,5,5,29,3,2,Suburban,Unfurnished,7837916.0
834,3,2,9,1,3,Urban,Furnished,10961794.0
2090,3,4,40,2,3,Suburban,Unfurnished,14335625.0
3029,2,3,0,2,3,Suburban,Unfurnished,20121595.0
3388,4,3,3,2,0,Suburban,Semi-Furnished,22376093.0
2009,4,5,25,3,2,Urban,Furnished,15994689.0
1533,1,1,25,2,0,Urban,Semi-Furnished,10282268.0
3889,3,2,14,2,0,Urban,Unfurnished,23634073.0
2104,5,5,12,3,2,Suburban,Unfurnished,15268298.0
1603,2,3,3,3,1,Urban,Furnished,14397422.0
2048,2,1,33,3,2,Suburban,Semi-Furnished,13277635.0
542,5,5,18,2,3,Suburban,Unfurnished,7964047.0
1556,1,2,5,3,0,Suburban,Furnished,9491298.0
2304,2,3,19,1,2,Urban,Unfurnished,17574634.0
3714,3,2,46,2,3,Urban,Furnished,23046810.0
3083,4,3,13,2,1,Suburban,Unfurnished,21292869.0
3234,1,2,44,1,2,Suburban,Furnished,17732331.0
2407,3,4,12,2,1,Rural,Furnished,15157719.0
887,1,2,9,2,3,Urban,Semi-Furnished,7575405.0
1868,4,4,13,2,0,Rural,Semi-Furnished,12972087.0
3989,4,3,16,1,3,Urban,Furnished,25901920.0
654,3,4,6,1,3,Urban,Semi-Furnished,8479700.0
3577,2,1,29,1,3,Urban,Furnished,21714640.0
2895,1,1,16,2,1,Suburban,Unfurnished,17518149.0
1493,5,5,35,1,2,Urban,Furnished,14306625.0
3222,4,4,24,2,1,Urban,Semi-Furnished,23362824.0
3429,2,1,22,3,1,Suburban,Unfurnished,19640805.0
651,3,2,23,3,3,Suburban,Furnished,7583374.0
872,4,4,7,1,2,Urban,Furnished,9956865.0
2830,4,5,35,3,2,Urban,Unfurnished,19836473.0
3996,3,3,5,1,0,Suburban,Furnished,24371008.0
583,2,3,36,1,3,Urban,Unfurnished,7136715.0
2829,4,3,49,1,2,Urban,Semi-Furnished,19627715.0
977,4,5,38,1,3,Suburban,Unfurnished,9584147.0
2775,3,4,22,3,0,Urban,Furnished,19160031.0
2681,1,1,15,1,2,Suburban,Furnished,17285128.0
816,3,4,43,3,2,Urban,Unfurnished,8587340.0
2882,4,4,12,2,2,Urban,Unfurnished,20439182.0
3639,5,5,24,1,0,Urban,Unfurnished,23766842.0
3522,3,4,38,2,1,Urban,Furnished,22722445.0
601,2,3,46,1,1,Urban,Semi-Furnished,7634820.0
1360,3,4,46,2,2,Urban,Semi-Furnished,11677188.0
1342,1,1,4,2,0,Rural,Semi-Furnished,8320628.0
2086,1,2,44,2,1,Rural,Furnished,11353627.0
1000,4,3,5,1,2,Urban,Semi-Furnished,12657185.0
3490,5,5,29,3,0,Suburban,Semi-Furnished,23586507.0
3218,5,5,46,2,3,Suburban,Furnished,20988857.0
3329,3,3,32,1,2,Rural,Semi-Furnished,19019269.0
1193,1,2,47,2,0,Urban,Furnished,8918629.0
551,5,5,17,1,0,Urban,Furnished,9202310.0
3687,3,2,15,3,3,Urban,Furnished,24306542.0
1511,2,1,16,3,1,Urban,Semi-Furnished,12264372.0
2796,5,4,17,1,3,Urban,Furnished,22150662.0
3683,4,5,34,3,1,Rural,Semi-Furnished,21202060.0
626,4,4,22,3,1,Rural,Semi-Furnished,5555497.0
519,2,3,36,2,1,Urban,Unfurnished,5880589.0
519,5,5,20,1,2,Suburban,Furnished,7663043.0
1047,3,4,15,3,0,Urban,Semi-Furnished,12058326.0
680,3,2,9,3,1,Suburban,Furnished,8332196.0
3369,4,3,27,3,1,Suburban,Semi-Furnished,21994826.0
2620,4,4,44,3,0,Urban,Semi-Furnished,18038944.0
3930,1,1,42,3,1,Rural,Unfurnished,20225581.0
3305,2,3,12,3,2,Rural,Semi-Furnished,18729806.0
3871,2,1,23,1,2,Suburban,Unfurnished,22791418.0
1334,5,5,35,2,0,Suburban,Furnished,11765538.0
1507,4,3,30,1,3,Suburban,Furnished,12876598.0
3472,2,1,3,1,3,Urban,Furnished,22891819.0
1357,4,3,29,3,2,Urban,Semi-Furnished,12222155.0
700,4,3,1,3,3,Suburban,Furnished,9274032.0
2841,2,2,5,2,1,Urban,Furnished,20352528.0
3303,3,3,32,3,3,Rural,Furnished,18976449.0
3888,5,5,5,1,2,Urban,Unfurnished,27177839.0
3747,3,3,16,1,2,Urban,Unfurnished,24130053.0
920,1,2,29,3,0,Urban,Furnished,7717954.0
3202,4,5,32,2,2,Rural,Unfurnished,17971176.0
3461,3,3,22,2,3,Urban,Furnished,23401668.0
2943,3,3,4,2,3,Urban,Semi-Furnished,22096999.0
3369,4,5,39,1,1,Urban,Furnished,23976079.0
3432,5,5,47,3,0,Suburban,Semi-Furnished,21990163.0
2062,2,1,44,3,2,Rural,Unfurnished,12635804.0
640,3,4,37,3,0,Urban,Unfurnished,7442941.0
2096,1,1,20,2,0,Rural,Semi-Furnished,12226512.0
1206,4,4,43,2,2,Urban,Semi-Furnished,10850338.0
898,3,3,24,3,3,Suburban,Unfurnished,7969381.0
937,2,2,6,2,1,Urban,Furnished,9318144.0
2940,4,3,42,2,1,Suburban,Semi-Furnished,16955630.0
2265,3,4,16,1,1,Suburban,Furnished,16768965.0
2389,3,2,46,2,1,Suburban,Unfurnished,13943657.0
3108,3,2,18,2,0,Urban,Semi-Furnished,19930593.0
2418,2,3,43,2,2,Rural,Semi-Furnished,13042620.0
2705,1,2,26,1,2,Rural,Semi-Furnished,14932948.0
801,5,4,23,1,1,Suburban,Furnished,10044645.0
3478,1,2,14,3,1,Suburban,Furnished,22671245.0
2070,2,3,41,2,3,Suburban,Unfurnished,12086393.0
1043,4,3,3,2,0,Urban,Furnished,11080486.0
3346,1,1,23,2,0,Rural,Furnished,17580150.0
3071,4,4,18,2,0,Urban,Furnished,22341036.0
685,4,3,27,3,3,Suburban,Unfurnished,7717615.0
1175,4,3,12,1,1,Urban,Furnished,11294401.0
555,2,1,33,3,0,Urban,Unfurnished,5921801.0
1447,1,1,19,1,3,Suburban,Semi-Furnished,9565207.0
849,5,5,9,2,0,Suburban,Unfurnished,10289772.0
2984,2,2,9,2,1,Rural,Semi-Furnished,17864672.0
2328,5,4,34,3,0,Rural,Furnished,15774476.0
3930,1,1,13,1,2,Urban,Semi-Furnished,22234158.0
3122,1,1,15,2,2,Urban,Semi-Furnished,19962648.0
2640,4,5,31,1,3,Urban,Furnished,21191248.0
2282,5,4,16,1,1,Suburban,Semi-Furnished,17334690.0
690,5,5,19,3,1,Suburban,Furnished,7740037.0
745,4,4,12,3,3,Rural,Unfurnished,7234602.0
2657,2,3,17,2,3,Suburban,Unfurnished,16300336.0
515,5,5,34,2,0,Urban,Furnished,9695771.0
648,4,3,26,2,2,Suburban,Semi-Furnished,7430595.0
1266,1,1,49,1,3,Suburban,Semi-Furnished,7370743.0
3594,1,1,38,2,2,Suburban,Furnished,20732711.0
2106,5,4,0,1,2,Urban,Semi-Furnished,15746044.0
2983,2,1,18,3,0,Urban,Furnished,18912127.0
1940,4,3,14,2,0,Urban,Furnished,15633511.0
1105,1,1,29,1,0,Urban,Unfurnished,8702973.0
1799,2,1,13,2,0,Suburban,Semi-Furnished,10500880.0
821,2,3,48,3,3,Urban,Unfurnished,7722391.0
3195,2,2,14,1,2,Suburban,Semi-Furnished,20350780.0
1142,4,4,26,3,3,Suburban,Unfurnished,9212383.0
1817,5,5,6,2,1,Rural,Unfurnished,13478828.0
3930,5,4,45,2,3,Urban,Semi-Furnished,25927182.0
2571,4,4,45,3,0,Urban,Semi-Furnished,19134266.0
2104,2,3,39,2,3,Urban,Semi-Furnished,14934705.0
2400,5,5,17,1,0,Urban,Unfurnished,17944880.0
3244,3,3,2,3,0,Urban,Semi-Furnished,22837272.0
1390,3,2,35,1,0,Suburban,Semi-Furnished,8554556.0
2727,4,3,21,2,3,Urban,Furnished,19960782.0
3554,4,3,49,3,1,Urban,Unfurnished,22206792.0
