property_id,split
demo-01564,fit
demo-01565,test
demo-01566,calibration
demo-01567,fit
demo-01568,calibration
demo-01569,calibration
demo-01570,calibration
demo-01571,fit
demo-01572,test
demo-01573,calibration
demo-01574,fit
demo-01575,calibration
demo-01576,fit
demo-01577,calibration
demo-01578,calibration
demo-01579,fit
demo-01580,test
demo-01581,fit
demo-01582,fit
demo-01583,test
demo-01584,fit
demo-01585,calibration
demo-01586,calibration
demo-01587,fit
demo-01588,fit
demo-01589,fit
demo-01590,calibration
demo-01591,fit
demo-01592,fit
demo-01593,calibration
demo-01594,fit
demo-01595,fit
demo-01596,test
demo-01597,fit
demo-01598,fit
demo-01599,test
demo-01600,fit
demo-01601,fit
demo-01602,calibration
demo-01603,fit
demo-01604,fit
demo-01605,fit
demo-01606,fit
demo-01607,fit
demo-01608,calibration
demo-01609,fit
demo-01610,calibration
demo-01611,fit
demo-01612,test
demo-01613,fit
demo-01614,test
demo-01615,fit
demo-01616,fit
demo-01617,fit
demo-01618,fit
demo-01619,calibration
demo-01620,fit
demo-01621,fit
demo-01622,fit
demo-01623,fit
demo-01624,fit
demo-01625,fit
demo-01626,fit
demo-01627,test
demo-01628,fit
demo-01629,test
demo-01630,fit
demo-01631,fit
demo-01632,fit
demo-01633,fit
demo-01634,calibration
demo-01635,fit
demo-01636,calibration
demo-01637,fit
demo-01638,fit
demo-01639,calibration
demo-01640,fit
demo-01641,test
demo-01642,fit
demo-01643,calibration
demo-01644,fit
demo-01645,fit
demo-01646,test
demo-01647,fit
demo-01648,fit
demo-01649,fit
demo-01650,test
demo-01651,fit
demo-01652,fit
demo-01653,fit
demo-01654,fit
demo-01655,fit
demo-01656,calibration
demo-01657,fit
demo-01658,fit
demo-01659,calibration
demo-01660,fit
demo-01661,fit
demo-01662,fit
demo-01663,fit
demo-01664,fit
demo-01665,test
demo-01666,calibration
demo-01667,test
demo-01668,fit
demo-01669,fit
demo-01670,fit
demo-01671,fit
demo-01672,calibration
demo-01673,test
demo-01674,fit
demo-01675,fit
demo-01676,fit
demo-01677,fit
demo-01678,fit
demo-01679,calibration
demo-01680,calibration
demo-01681,test
demo-01682,fit
demo-01683,fit
demo-01684,test
demo-01685,fit
demo-01686,fit
demo-01687,fit
demo-01688,test
demo-01689,calibration
demo-01690,calibration
demo-01691,fit
demo-01692,fit
demo-01693,fit
demo-01694,test
demo-01695,fit
demo-01696,calibration
demo-01697,fit
demo-01698,calibration
demo-01699,calibration
demo-01700,test
demo-01701,calibration
demo-01702,fit
demo-01703,test
demo-01704,calibration
demo-01705,calibration
demo-01706,fit
demo-01707,calibration
demo-01708,calibration
demo-01709,test
demo-01710,fit
demo-01711,test
demo-01712,fit
demo-01713,fit
demo-01714,fit
demo-01715,fit
demo-01716,fit
demo-01717,fit
demo-01718,calibration
demo-01719,test
demo-01720,fit
demo-01721,fit
demo-01722,fit
demo-01723,calibration
demo-01724,calibration
demo-01725,test
demo-01726,test
demo-01727,fit
demo-01728,fit
demo-01729,test
demo-01730,test
demo-01731,fit
demo-01732,fit
demo-01733,calibration
demo-01734,fit
demo-01735,test
demo-01736,calibration
demo-01737,test
demo-01738,fit
demo-01739,test
demo-01740,fit
demo-01741,fit
demo-01742,test
demo-01743,fit
demo-01744,fit
demo-01745,fit
demo-01746,fit
demo-01747,fit
demo-01748,fit
demo-01749,fit
demo-01750,fit
demo-01751,fit
demo-01752,fit
demo-01753,test
demo-01754,calibration
demo-01755,fit
demo-01756,test
demo-01757,fit
demo-01758,fit
demo-01759,calibration
demo-01760,fit
demo-01761,calibration
demo-01762,fit
demo-01763,calibration
demo-01764,fit
demo-01765,calibration
demo-01766,test
demo-01767,test
demo-01768,fit
demo-01769,fit
demo-01770,calibration
demo-01771,fit
demo-01772,calibration
demo-01773,calibration
demo-01774,fit
demo-01775,fit
demo-01776,test
demo-01777,test
demo-01778,test
demo-01779,fit
demo-01780,fit
demo-01781,fit
demo-01782,fit
demo-01783,test
demo-01784,test
demo-01785,fit
demo-01786,fit
demo-01787,fit
demo-01788,test
demo-01789,test
demo-01790,test
demo-01791,fit
demo-01792,calibration
demo-01793,fit
demo-01794,fit
demo-01795,fit
demo-01796,fit
demo-01797,calibration
demo-01798,test
demo-01799,calibration
demo-01800,fit
demo-01801,fit
demo-01802,fit
demo-01803,fit
demo-01804,fit
demo-01805,fit
demo-01806,calibration
demo-01807,fit
demo-01808,test
demo-01809,fit
demo-01810,fit
demo-01811,fit
demo-01812,test
demo-01813,fit
demo-01814,test
demo-01815,calibration
demo-01816,fit
demo-01817,calibration
demo-01818,fit
demo-01819,fit
demo-01820,calibration
demo-01821,fit
demo-01822,test
demo-01823,fit
demo-01824,fit
demo-01825,test
demo-01826,fit
demo-01827,fit
demo-01828,fit
demo-01829,fit
demo-01830,fit
demo-01831,fit
demo-01832,test
demo-01833,fit
demo-01834,fit
demo-01835,fit
demo-01836,fit
demo-01837,fit
demo-01838,fit
demo-01839,fit
demo-01840,fit
demo-01841,fit
demo-01842,test
demo-01843,fit
demo-01844,fit
demo-01845,test
demo-01846,fit
demo-01847,fit
demo-01848,fit
demo-01849,test
demo-01850,fit
demo-01851,test
demo-01852,calibration
demo-01853,fit
demo-01854,fit
demo-01855,fit
demo-01856,test
demo-01857,fit
demo-01858,fit
demo-01859,fit
demo-01860,fit
demo-01861,fit
demo-01862,fit
demo-01863,fit
demo-01864,test
demo-01865,calibration
demo-01866,fit
demo-01867,test
demo-01868,fit
demo-01869,test
demo-01870,test
demo-01871,fit
demo-01872,calibration
demo-01873,fit
demo-01874,test
demo-01875,calibration
demo-01876,fit
demo-01877,fit
demo-01878,calibration
demo-01879,test
demo-01880,test
demo-01881,fit
demo-01882,calibration
demo-01883,fit
demo-01884,fit
demo-01885,fit
demo-01886,fit
demo-01887,calibration
demo-01888,fit
demo-01889,fit
demo-01890,fit
demo-01891,test
demo-01892,fit
demo-01893,fit
demo-01894,fit
demo-01895,fit
demo-01896,test
demo-01897,fit
demo-01898,test
demo-01899,calibration
demo-01900,fit
demo-01901,fit
demo-01902,fit
demo-01903,calibration
demo-01904,calibration
demo-01905,test
demo-01906,fit
demo-01907,test
demo-01908,fit
demo-01909,fit
demo-01910,calibration
demo-01911,test
demo-01912,fit
demo-01913,fit
demo-01914,calibration
demo-01915,fit
demo-01916,fit
demo-01917,fit
demo-01918,fit
demo-01919,fit
demo-01920,fit
demo-01921,fit
demo-01922,fit
demo-01923,fit
demo-01924,fit
demo-01925,fit
demo-01926,fit
demo-01927,test
demo-01928,fit
demo-01929,fit
demo-01930,calibration
demo-01931,fit
demo-01932,calibration
demo-01933,fit
demo-01934,test
demo-01935,calibration
demo-01936,fit
demo-01937,calibration
demo-01938,test
demo-01939,fit
demo-01940,fit
demo-01941,fit
demo-01942,test
demo-01943,fit
demo-01944,calibration
demo-01945,fit
demo-01946,fit
demo-01947,fit
demo-01948,test
demo-01949,fit
demo-01950,fit
demo-01951,calibration
demo-01952,fit
demo-01953,fit
demo-01954,fit
demo-01955,fit
demo-01956,calibration
demo-01957,fit
demo-01958,fit
demo-01959,fit
demo-01960,fit
demo-01961,fit
demo-01962,fit
demo-01963,test
demo-01964,calibration
demo-01965,test
demo-01966,test
demo-01967,calibration
demo-01968,test
demo-01969,fit
demo-01970,fit
demo-01971,fit
demo-01972,fit
demo-01973,fit
demo-01974,fit
demo-01975,fit
demo-01976,test
demo-01977,calibration
demo-01978,test
demo-01979,fit
demo-01980,calibration
demo-01981,fit
demo-01982,fit
demo-01983,calibration
demo-01984,fit
demo-01985,fit
demo-01986,fit
demo-01987,fit
demo-01988,fit
demo-01989,calibration
demo-01990,fit
demo-01991,calibration
demo-01992,test
demo-01993,test
demo-01994,fit
demo-01995,fit
demo-01996,fit
demo-01997,fit
demo-01998,fit
demo-01999,calibration
demo-02000,test
demo-02001,fit
demo-02002,fit
demo-02003,fit
demo-02004,test
demo-02005,fit
demo-02006,fit
demo-02007,fit
demo-02008,fit
demo-02009,test
demo-02010,fit
demo-02011,calibration
demo-02012,fit
demo-02013,fit
demo-02014,test
demo-02015,fit
demo-02016,test
demo-02017,fit
demo-02018,fit
demo-02019,test
demo-02020,fit
demo-02021,test
demo-02022,fit
demo-02023,fit
demo-02024,test
demo-02025,calibration
demo-02026,fit
demo-02027,fit
demo-02028,fit
demo-02029,fit
demo-02030,calibration
demo-02031,fit
demo-02032,fit
demo-02033,fit
demo-02034,test
demo-02035,calibration
demo-02036,test
demo-02037,test
demo-02038,calibration
demo-02039,fit
demo-02040,calibration
demo-02041,calibration
demo-02042,test
demo-02043,fit
demo-02044,fit
demo-02045,fit
demo-02046,calibration
demo-02047,fit
demo-02048,fit
demo-02049,fit
demo-02050,calibration
demo-02051,fit
demo-02052,fit
demo-02053,calibration
demo-02054,test
demo-02055,fit
demo-02056,fit
demo-02057,test
demo-02058,fit
demo-02059,fit
demo-02060,test
demo-02061,fit
demo-02062,fit
demo-02063,fit
demo-02064,fit
demo-02065,calibration
demo-02066,fit
demo-02067,fit
demo-02068,fit
demo-02069,fit
demo-02070,fit
demo-02071,test
demo-02072,fit
demo-02073,test
demo-02074,fit
demo-02075,fit
demo-02076,fit
demo-02077,fit
demo-02078,fit
demo-02079,fit
demo-02080,fit
demo-02081,fit
demo-02082,fit
demo-02083,fit
demo-02084,fit
demo-02085,fit
demo-02086,fit
demo-02087,fit
demo-02088,fit
demo-02089,fit
demo-02090,fit
demo-02091,fit
demo-02092,test
demo-02093,test
demo-02094,fit
demo-02095,test
demo-02096,fit
demo-02097,test
demo-02098,fit
demo-02099,fit
demo-02100,test
demo-02101,fit
demo-02102,fit
demo-02103,fit
demo-02104,test
demo-02105,calibration
demo-02106,fit
demo-02107,test
demo-02108,fit
demo-02109,fit
demo-02110,fit
demo-02111,fit
demo-02112,test
demo-02113,fit
demo-02114,test
demo-02115,fit
demo-02116,fit
demo-02117,fit
demo-02118,fit
demo-02119,fit
demo-02120,fit
demo-02121,fit
demo-02122,fit
demo-02123,calibration
demo-02124,calibration
demo-02125,fit
demo-02126,test
demo-02127,calibration
demo-02128,fit
demo-02129,fit
demo-02130,test
demo-02131,fit
demo-02132,test
demo-02133,test
demo-02134,calibration
demo-02135,fit
demo-02136,fit
demo-02137,calibration
demo-02138,test
demo-02139,fit
demo-02140,test
demo-02141,fit
demo-02142,fit
demo-02143,fit
demo-02144,fit
demo-02145,fit
demo-02146,fit
demo-02147,test
demo-02148,fit
demo-02149,test
demo-02150,fit
demo-02151,test
demo-02152,test
demo-02153,fit
demo-02154,fit
demo-02155,calibration
demo-02156,fit
demo-02157,fit
demo-02158,test
demo-02159,fit
demo-02160,fit
demo-02161,fit
demo-02162,fit
demo-02163,fit
demo-02164,fit
demo-02165,fit
demo-02166,calibration
demo-02167,test
demo-02168,fit
demo-02169,fit
demo-02170,fit
demo-02171,fit
demo-02172,calibration
demo-02173,fit
demo-02174,test
demo-02175,test
demo-02176,calibration
demo-02177,fit
demo-02178,calibration
demo-02179,fit
demo-02180,test
demo-02181,test
demo-02182,fit
demo-02183,fit
demo-02184,fit
demo-02185,fit
demo-02186,fit
demo-02187,calibration
demo-02188,calibration
demo-02189,calibration
demo-02190,test
demo-02191,fit
demo-02192,fit
demo-02193,fit
demo-02194,fit
demo-02195,fit
demo-02196,test
demo-02197,test
demo-02198,fit
demo-02199,fit
demo-02200,calibration
demo-02201,test
demo-02202,fit
demo-02203,test
demo-02204,test
demo-02205,fit
demo-02206,calibration
demo-02207,test
demo-02208,fit
demo-02209,fit
demo-02210,fit
demo-02211,calibration
demo-02212,fit
demo-02213,fit
demo-02214,fit
demo-02215,fit
demo-02216,fit
demo-02217,test
demo-02218,test
demo-02219,fit
demo-02220,fit
demo-02221,fit
demo-02222,test
demo-02223,fit
demo-02224,fit
demo-02225,test
demo-02226,fit
demo-02227,fit
demo-02228,test
demo-02229,fit
demo-02230,fit
demo-02231,test
demo-02232,fit
demo-02233,fit
demo-02234,calibration
demo-02235,calibration
demo-02236,fit
demo-02237,fit
demo-02238,test
demo-02239,fit
demo-02240,calibration
demo-02241,fit
demo-02242,fit
demo-02243,fit
demo-02244,fit
demo-02245,test
demo-02246,fit
demo-02247,calibration
demo-02248,test
demo-02249,fit
demo-02250,fit
demo-02251,fit
demo-02252,test
demo-02253,calibration
demo-02254,fit
demo-02255,fit
demo-02256,fit
demo-02257,test
demo-02258,calibration
demo-02259,fit
demo-02260,fit
demo-02261,fit
demo-02262,fit
demo-02263,fit
demo-02264,fit
demo-02265,fit
demo-02266,fit
demo-02267,test
demo-02268,fit
demo-02269,calibration
demo-02270,fit
demo-02271,fit
demo-02272,test
demo-02273,fit
demo-02274,fit
demo-02275,calibration
demo-02276,test
demo-02277,fit
demo-02278,fit
demo-02279,fit
demo-02280,fit
demo-02281,fit
demo-02282,fit
demo-02283,fit
demo-02284,fit
demo-02285,test
demo-02286,fit
demo-02287,calibration
demo-02288,fit
demo-02289,fit
demo-02290,fit
demo-02291,fit
demo-02292,fit
demo-02293,fit
demo-02294,test
demo-02295,fit
demo-02296,fit
demo-02297,fit
demo-02298,fit
demo-02299,fit
demo-02300,fit
demo-02301,fit
demo-02302,fit
demo-02303,fit
demo-02304,fit
demo-02305,fit
demo-02306,fit
demo-02307,test
demo-02308,calibration
demo-02309,fit
demo-02310,fit
demo-02311,fit
demo-02312,calibration
demo-02313,fit
demo-02314,test
demo-02315,calibration
demo-02316,fit
demo-02317,fit
demo-02318,fit
demo-02319,test
demo-02320,fit
demo-02321,test
demo-02322,fit
demo-02323,fit
demo-02324,fit
demo-02325,fit
demo-02326,fit
demo-02327,calibration
demo-02328,fit
demo-02329,fit
demo-02330,fit
demo-02331,calibration
demo-02332,fit
demo-02333,fit
demo-02334,fit
demo-02335,fit
demo-02336,fit
demo-02337,fit
demo-02338,fit
demo-02339,fit
demo-02340,fit
demo-02341,test
demo-02342,fit
demo-02343,fit
demo-02344,fit
demo-02345,fit
demo-02346,fit
demo-02347,fit
demo-02348,fit
demo-02349,fit
demo-02350,test
demo-02351,calibration
demo-02352,fit
demo-02353,calibration
demo-02354,fit
demo-02355,fit
demo-02356,fit
demo-02357,fit
demo-02358,fit
demo-02359,fit
demo-02360,fit
demo-02361,fit
demo-02362,fit
demo-02363,fit
demo-02364,fit
demo-02365,fit
demo-02366,test
demo-02367,test
demo-02368,test
demo-02369,calibration
demo-02370,calibration
demo-02371,fit
demo-02372,fit
demo-02373,calibration
demo-02374,fit
demo-02375,calibration
demo-02376,fit
demo-02377,fit
demo-02378,fit
demo-02379,calibration
demo-02380,calibration
demo-02381,fit
demo-02382,test
demo-02383,fit
demo-02384,fit
demo-02385,test
demo-02386,fit
demo-02387,fit
demo-02388,fit
demo-02389,fit
demo-02390,fit
demo-02391,test
demo-02392,calibration
demo-02393,fit
demo-02394,fit
demo-02395,test
demo-02396,fit
demo-02397,test
demo-02398,test
demo-02399,fit
